timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2024-10-23 19:45:31,False,0,[],|,False,0,[],|,False,0,|,True,23,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2024-10-23 19:45:48,False,0,[],|,False,0,[],|,True,19,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 104.0 seconds remaining.,[]
2024-10-23 19:45:49,False,0,[],|,False,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,True,43,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds']",|,False,Counting yawns... 102.0 seconds remaining.,[]
2024-10-23 19:45:59,False,0,[],|,False,0,[],|,False,Counting flickers... 48.0 seconds remaining.,|,False,0,[],|,True,44,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds']",|,False,Counting yawns... 93.0 seconds remaining.,[]
2024-10-23 19:46:03,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,45,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds']",|,False,Counting yawns... 89.0 seconds remaining.,[]
2024-10-23 19:46:17,False,0,[],|,False,0,[],|,False,Counting flickers... 31.0 seconds remaining.,|,False,0,[],|,True,46,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds']",|,False,Counting yawns... 75.0 seconds remaining.,[]
2024-10-23 19:46:26,False,0,[],|,False,0,[],|,False,Counting flickers... 22.0 seconds remaining.,|,False,0,[],|,True,47,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds']",|,False,Counting yawns... 66.0 seconds remaining.,[]
2024-10-23 19:46:31,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,48,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds']",|,False,Counting yawns... 61.0 seconds remaining.,[]
2024-10-23 19:46:40,False,0,[],|,False,0,[],|,False,Counting flickers... 7.0 seconds remaining.,|,False,0,[],|,True,49,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds']",|,False,Counting yawns... 51.0 seconds remaining.,[]
2024-10-23 19:46:47,False,0,[],|,False,0,[],|,True,23,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 45.0 seconds remaining.,[]
2024-10-23 19:47:11,False,0,[],|,False,0,[],|,False,0,|,True,24,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 21.0 seconds remaining.,[]
2024-10-23 19:47:12,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,True,50,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds', '50 pitch: 27.0 seconds']",|,False,Counting yawns... 19.0 seconds remaining.,[]
2024-10-23 19:47:36,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-10-23 19:47:37,False,0,[],|,False,0,[],|,False,0,|,True,25,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 3.0 seconds', '25 micro sleep: 8.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 179.0 seconds remaining.,[]
2024-10-23 19:47:41,True,2,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 2.0 seconds', '1 right eye rub: 6.0 seconds', '1 left eye rub: 2.0 seconds', '1 left eye rub: 3.0 seconds', '2 left eye rub: 2.0 seconds']",|,True,0,[],|,False,Counting flickers... 7.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 175.0 seconds remaining.,[]
2024-10-23 19:47:47,False,0,[],|,False,0,[],|,True,22,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 169.0 seconds remaining.,[]
2024-10-23 19:48:25,False,0,[],|,False,0,[],|,False,Counting flickers... 22.0 seconds remaining.,|,False,0,[],|,True,51,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds', '50 pitch: 27.0 seconds', '51 pitch: 71.0 seconds']",|,False,Counting yawns... 131.0 seconds remaining.,[]
2024-10-23 19:48:35,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,52,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds', '50 pitch: 27.0 seconds', '51 pitch: 71.0 seconds', '52 pitch: 5.0 seconds']",|,False,Counting yawns... 120.0 seconds remaining.,[]
2024-10-23 19:48:42,False,0,[],|,False,0,[],|,False,0,|,True,26,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 3.0 seconds', '25 micro sleep: 8.0 seconds', '26 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 114.0 seconds remaining.,[]
2024-10-23 19:48:46,False,0,[],|,False,0,[],|,True,22,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 109.0 seconds remaining.,[]
2024-10-23 19:49:30,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,53,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds', '50 pitch: 27.0 seconds', '51 pitch: 71.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 52.0 seconds']",|,False,Counting yawns... 66.0 seconds remaining.,[]
2024-10-23 19:49:41,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,True,54,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds', '43 pitch: 3.0 seconds', '44 pitch: 9.0 seconds', '45 pitch: 3.0 seconds', '46 pitch: 4.0 seconds', '47 pitch: 7.0 seconds', '48 pitch: 4.0 seconds', '49 pitch: 4.0 seconds', '50 pitch: 27.0 seconds', '51 pitch: 71.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 52.0 seconds', '54 pitch: 9.0 seconds']",|,False,Counting yawns... 54.0 seconds remaining.,[]
2024-10-23 19:49:46,False,0,[],|,False,0,[],|,True,36,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 50.0 seconds remaining.,[]
2024-10-23 19:49:50,False,0,[],|,False,0,[],|,False,0,|,True,27,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 3.0 seconds', '25 micro sleep: 8.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 45.0 seconds remaining.,[]
